Gene Name	Mutation Count	Associated Phenotypes
B0886	3	alanine utilization:Resistant;glycine utilization:Resistant;growth:Resistant;ionizing radiation:Resistant
B0885	4	growth:Resistant;glycine utilization:Resistant;clarythromycin:Resistant;egcg:Sensitive;mecillinam:Resistant;carbenicillin:Sensitive;acid:Resistant
B0884	2	growth:Resistant;fucose:Sensitive
B0882	6	growth:Resistant;oxidative stress:Resistant;ceftazidime:Sensitive;sodium chloride:Sensitive;fucose:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;amikacin:Resistant;vancomycin:Resistant;paraquat:Sensitive
B0881	3	growth:Resistant;a22:Resistant;methyl methanesulfonate:Sensitive;cold:Sensitive;heat:Resistant;mecillinam:Sensitive;paraquat:Sensitive
B0880	9	growth:Resistant;isobutanol:Resistant;novobiocin:Sensitive;glycine utilization:Resistant;chloramphenicol:Sensitive;hydroxyurea:Resistant;phleomycin:Resistant;sodium chloride:Sensitive;alanine utilization:Resistant;luria-bertani broth:Sensitive;a22:Sensitive;ionizing radiation:Resistant;heat:Resistant;puromycin:Resistant;low shear modeled microgravity:Resistant;ciprofloxacin:Sensitive;mops:Sensitive
ECB_01991	8	growth:Resistant;heat:Resistant
B0889	16	glycine utilization:Resistant;alkaline:Resistant;bleach:Resistant;streptomycin:Resistant;trimethoprim:Sensitive;asparagine utilization:Resistant;heat:Resistant;oxidative stress:Resistant;ceftazidime:Resistant;sulfamethoxazole:Sensitive;t-butyl hydroperoxide:Resistant;uv radiation:Sensitive;l-serine:Resistant;sulfamonomethoxine:Sensitive;amikacin:Resistant;nitrofurantoin:Sensitive;growth:Resistant;cisplatin:Resistant;propidium iodide:Sensitive;bacitracin:Resistant;isooctane:Sensitive;actinomycin d:Sensitive;hydroxyurea:Resistant;egta:Sensitive;acetate:Resistant;cold:Resistant;verapamil:Resistant;piperacillin:Resistant
B0888	9	tetracycline:Resistant;cerulenin:Sensitive;radicicol:Resistant;paraquat:Resistant;edta:Resistant;asparagine utilization:Resistant;n-acetylglucosamine:Sensitive;ceftazidime:Resistant;doxycycline:Resistant;cefsulodin:Resistant;amikacin:Sensitive;l-serine:Resistant;sulfamonomethoxine:Sensitive;growth:Resistant;a22:Resistant;high pressure:Resistant;bicyclomycin:Sensitive;rifampicin:Sensitive;glucosamine:Sensitive;hydroxyurea:Resistant;mecillinam:Resistant;cold:Resistant;polymixin b:Sensitive;piperacillin:Resistant
B0927	5	growth:Resistant;isobutanol:Resistant;cholate:Resistant;triton x:Resistant;bacitracin:Sensitive;glycine utilization:Resistant;a22:Resistant;alkaline:Resistant;methylglyoxal:Sensitive;cefaclor:Sensitive
ECB_01278	3	growth:Resistant
ECB_01279	3	growth:Resistant
ECB_01276	3	growth:Resistant
ECB_01277	4	growth:Resistant
ECB_01274	4	growth:Resistant
ECB_01275	7	growth:Resistant;heat:Resistant
ECB_01272	5	growth:Resistant
ECB_01273	3	growth:Resistant
ECB_01270	5	growth:Resistant
ECB_01271	7	growth:Resistant
ECB_01995	8	growth:Resistant;heat:Resistant
ECW_M0209	8	sodium chloride:Sensitive
ECB_01390	6	growth:Resistant
B3868	6	sodium chloride:Sensitive;nickel chloride:Sensitive;beta-methyl-d-glucuronate:Resistant;alpha-methyl-d-galactoside:Sensitive;methylene diphosphonate:Resistant;sulfathiazole:Sensitive;succinate:Sensitive;lithium chloride:Sensitive;methionine-arginine:Sensitive;arginine-phenylalanine:Sensitive;streptomycin:Sensitive;alanine-leucine:Sensitive;amikacin:Sensitive;l-ornithine:Sensitive;azidothymidine:Sensitive;poly-l-lysine:Sensitive;leucine-tryptophan:Sensitive;melibionic acid:Resistant;lysine-serine:Resistant;alanine-serine:Resistant;pridinol:Sensitive;tobramycin:Resistant;proline-leucine:Sensitive;cefsulodin:Resistant;gallic acid:Sensitive;d-lysine utilization:Sensitive;alpha-hydroxybutyrate:Sensitive;verapamil:Resistant;thioridazine:Sensitive;l-valine:Sensitive;7-dichloro-8-hydroxyquinaldine:Sensitive;polymixin b:Resistant;gentamicin:Sensitive;d-mannitol:Resistant;arginine-lysine:Sensitive;peroxide:Resistant;myricetin:Sensitive;oxycarboxin:Resistant;cefoxitin:Resistant;trimethoprim:Sensitive;d-glucuronate:Sensitive;cobalt:Sensitive;d-ala-gly-gly:Sensitive;aspartate-leucine:Sensitive;iodonitrotetrazolium violet:Sensitive;sulfadiazine:Sensitive;l-threonine:Resistant;asparagine utilization:Sensitive;l-aspartate utilization:Sensitive;hydroxylamine:Resistant;tyrosine-phenylalanine:Resistant;growth:Resistant;l-lysine utilization:Sensitive;tyrosine utilization:Resistant;l-arginine:Sensitive;d-fructose 6-phosphate:Sensitive;5-chloro-7-iodo-8-hydroxyquinoline:Sensitive;d-cycloserine:Resistant;beta-amino-n-valerate:Sensitive;homoserine:Sensitive;copper:Sensitive;d-valine:Sensitive;ethylene glycol:Sensitive;deoxycholate:Resistant;sodium nitrite:Sensitive;glycine-tyrosine:Sensitive;pridinol:Resistant;ofloxacin:Sensitive;bromosuccinate:Sensitive;18-crown-6 ether:Sensitive;glucuronamide:Resistant;sulfanilamide:Sensitive;arginine-tyrosine:Sensitive;kanamycin:Sensitive;cephalothin:Resistant;caffeine:Resistant;sulfamethoxazole:Sensitive;hygromycin b:Sensitive;leucine-alanine:Sensitive;glycine-phenylalanine-phenylalanine:Sensitive;phenylalanine-tryptophan:Sensitive;arginine-arginine:Sensitive;glucose:Resistant;cesium chloride:Sensitive;beta-chloro-l-alanine:Resistant;alanine-serine:Sensitive;capreomycin:Sensitive;norfloxacin:Resistant;l-cysteate:Sensitive;potassium chromate:Sensitive;beta-d-allose:Resistant;phosphorus limitation:Sensitive;troleandomycin:Resistant;cisplatin:Sensitive;alkaline amino acid utilization:Sensitive;beta-hydroxypyruvate:Sensitive;sulfachloropyridazine:Resistant;oxacillin:Sensitive;8-hydroxyquinoline:Sensitive;alanine-asparagine:Sensitive;tartrate:Sensitive;alpha-ketobutyrate:Sensitive;novobiocin:Resistant;tryptophan-leucine:Sensitive;l-proline:Sensitive;tobramycin:Sensitive;leucine-glutamate:Sensitive;alhpa-ketoglutarate:Sensitive;glutamate-tryptophan:Sensitive;azetreonam:Resistant;fucose:Sensitive;glyoxylate:Sensitive;malate:Sensitive;tyrosine-tyrosine:Resistant;d-alanine utilization:Sensitive;methionine-tryptophan:Sensitive;acetate:Resistant;d-alanine-glycine:Sensitive;d-serine:Sensitive;polymixin b:Sensitive;glycine-glycine-leucine:Sensitive;leucine-glycine:Sensitive;clarythromycin:Resistant;tryptophan-tyrosine:Sensitive;a22:Resistant;putrescine:Sensitive;glycine-d-alanine:Sensitive;n-acetyl-d-glucosamine:Resistant;d-fructose:Resistant;asparagine utilization:Resistant;ruthenium red:Sensitive;guanosine:Resistant;dl-alpha-glycerol phosphate:Sensitive;1_10-phenanthroline:Sensitive;methyltrioctylammonium chloride:Sensitive;cefaclor:Resistant;sodium selenite:Sensitive;cefoxitin:Sensitive;isoleucine-tyrosine:Resistant;methyl methanesulfonate:Sensitive;alkaline:Sensitive;methylglyoxal:Sensitive;histidine-tryptophan:Sensitive;d-melibiose:Resistant;l-cysteine:Sensitive;spiramycin:Sensitive;d-glucose 6-phosphate:Sensitive;paromomycin:Sensitive;acid:Sensitive;ketoprofen:Sensitive;glycyl-l-aspartate:Sensitive;fumarate:Sensitive;lysine-arginine:Sensitive;cefamandole:Resistant;troleandomycin:Sensitive;glycine-glycine-d-leucine:Sensitive;neomycin:Sensitive;serine-leucine:Sensitive;tryptophan-tryptophan:Sensitive;tryptophan-phenylalanine:Sensitive;aspartate-phenylalanine:Sensitive;sodium dichromate:Sensitive;sodium tungstate:Sensitive;nitrofurazone:Sensitive
B3869	5	sodium chloride:Sensitive;nickel chloride:Sensitive;beta-methyl-d-glucuronate:Resistant;alpha-methyl-d-galactoside:Sensitive;methylene diphosphonate:Resistant;sulfathiazole:Sensitive;succinate:Sensitive;lithium chloride:Sensitive;methionine-arginine:Sensitive;arginine-phenylalanine:Sensitive;streptomycin:Sensitive;alanine-leucine:Sensitive;amikacin:Sensitive;l-ornithine:Sensitive;poly-l-lysine:Sensitive;leucine-tryptophan:Sensitive;melibionic acid:Resistant;lysine-serine:Resistant;alanine-serine:Resistant;pridinol:Sensitive;proline-leucine:Sensitive;gallic acid:Sensitive;d-lysine utilization:Sensitive;alpha-hydroxybutyrate:Sensitive;thioridazine:Sensitive;7-dichloro-8-hydroxyquinaldine:Sensitive;gentamicin:Sensitive;d-mannitol:Resistant;arginine-lysine:Sensitive;nitrofurantoin:Sensitive;peroxide:Resistant;myricetin:Sensitive;oxycarboxin:Resistant;trimethoprim:Sensitive;d-glucuronate:Sensitive;cobalt:Sensitive;d-ala-gly-gly:Sensitive;aspartate-leucine:Sensitive;iodonitrotetrazolium violet:Sensitive;sulfadiazine:Sensitive;l-threonine:Resistant;asparagine utilization:Sensitive;l-aspartate utilization:Sensitive;hydroxylamine:Resistant;tyrosine-phenylalanine:Resistant;growth:Resistant;l-lysine utilization:Sensitive;tyrosine utilization:Resistant;l-arginine:Sensitive;d-fructose 6-phosphate:Sensitive;5-chloro-7-iodo-8-hydroxyquinoline:Sensitive;d-cycloserine:Resistant;beta-amino-n-valerate:Sensitive;homoserine:Sensitive;copper:Sensitive;d-valine:Sensitive;egta:Resistant;ethylene glycol:Sensitive;sodium nitrite:Sensitive;glycine-tyrosine:Sensitive;pridinol:Resistant;ofloxacin:Sensitive;bromosuccinate:Sensitive;18-crown-6 ether:Sensitive;glucuronamide:Resistant;sulfanilamide:Sensitive;arginine-tyrosine:Sensitive;kanamycin:Sensitive;cephalothin:Resistant;caffeine:Resistant;sulfamethoxazole:Sensitive;hygromycin b:Sensitive;leucine-alanine:Sensitive;glycine-phenylalanine-phenylalanine:Sensitive;phenylalanine-tryptophan:Sensitive;arginine-arginine:Sensitive;glucose:Resistant;cesium chloride:Sensitive;beta-chloro-l-alanine:Resistant;alanine-serine:Sensitive;capreomycin:Sensitive;norfloxacin:Resistant;l-cysteate:Sensitive;potassium chromate:Sensitive;beta-d-allose:Resistant;phosphorus limitation:Sensitive;troleandomycin:Resistant;alkaline amino acid utilization:Sensitive;beta-hydroxypyruvate:Sensitive;sulfachloropyridazine:Resistant;oxacillin:Sensitive;8-hydroxyquinoline:Sensitive;alanine-asparagine:Sensitive;tartrate:Sensitive;alpha-ketobutyrate:Sensitive;novobiocin:Resistant;tryptophan-leucine:Sensitive;l-proline:Sensitive;tobramycin:Sensitive;leucine-glutamate:Sensitive;alhpa-ketoglutarate:Sensitive;glutamate-tryptophan:Sensitive;azetreonam:Resistant;glyoxylate:Sensitive;malate:Sensitive;tyrosine-tyrosine:Resistant;d-alanine utilization:Sensitive;methionine-tryptophan:Sensitive;acetate:Resistant;d-alanine-glycine:Sensitive;d-serine:Sensitive;polymixin b:Sensitive;glycine-glycine-leucine:Sensitive;leucine-glycine:Sensitive;indolicidin:Sensitive;tryptophan-tyrosine:Sensitive;ceftazidime:Sensitive;putrescine:Sensitive;n-acetyl-d-glucosamine:Resistant;d-fructose:Resistant;glycine-d-alanine:Sensitive;ruthenium red:Sensitive;guanosine:Resistant;dl-alpha-glycerol phosphate:Sensitive;ethidium bromide:Resistant;1_10-phenanthroline:Sensitive;methyltrioctylammonium chloride:Sensitive;sodium selenite:Sensitive;cefoxitin:Sensitive;isoleucine-tyrosine:Resistant;methyl methanesulfonate:Sensitive;alkaline:Sensitive;histidine-tryptophan:Sensitive;d-melibiose:Resistant;l-cysteine:Sensitive;spiramycin:Sensitive;d-glucose 6-phosphate:Sensitive;paromomycin:Sensitive;acid:Sensitive;theophylline:Sensitive;ketoprofen:Sensitive;glycyl-l-aspartate:Sensitive;fumarate:Sensitive;lysine-arginine:Sensitive;cefamandole:Resistant;troleandomycin:Sensitive;cholate:Resistant;glycine-glycine-d-leucine:Sensitive;neomycin:Sensitive;serine-leucine:Sensitive;tryptophan-tryptophan:Sensitive;tryptophan-phenylalanine:Sensitive;aspartate-phenylalanine:Sensitive;sodium dichromate:Sensitive;sodium tungstate:Sensitive;nitrofurazone:Sensitive
B3864	2	tobramycin:Resistant;cefoxitin:Resistant;n-butanol:Sensitive;vancomycin:Sensitive;amikacin:Resistant;dibucaine:Resistant;chir-090:Resistant;ceftazidime:Sensitive;phleomycin:Resistant;ampicillin:Resistant;polymixin b:Sensitive;maltose:Resistant;norepinephrine:Resistant;egcg:Resistant;azithromycin:Resistant;bicyclomycin:Sensitive;cecropin b:Resistant;chloropromazine:Sensitive;streptonigrin:Resistant;epinephrine:Resistant
B3865	2	l-valine:Sensitive;methylglyoxal:Sensitive;fucose:Sensitive
B3866	2	doxycycline:Sensitive;carbenicillin:Sensitive;mecillinam:Resistant;copper:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;erythromycin:Sensitive
B3867	3	growth:Resistant;anaerobic:Sensitive;bleomycin:Sensitive;glucose:Resistant;methylglyoxal:Sensitive;hydroxyurea:Sensitive;cecropin b:Sensitive;copper:Sensitive;fucose:Sensitive;azidothymidine:Sensitive;cold:Sensitive;propidium iodide:Sensitive;l-valine:Sensitive;egcg:Resistant;isoniazid:Sensitive
B3860	5	tetracycline:Resistant;glucose:Resistant;azithromycin:Sensitive;nickel:Resistant;vancomycin:Sensitive;peroxide:Resistant;fusidic acid:Sensitive;norfloxacin:Resistant;paraquat:Resistant;cefaclor:Resistant;norepinephrine:Resistant;methyl methanesulfonate:Resistant;erythromycin:Sensitive;mecillinam:Sensitive;clarythromycin:Sensitive;doxycycline:Resistant;cisplatin:Sensitive;phleomycin:Resistant;glycerol:Resistant;cefsulodin:Resistant;methylglyoxal:Sensitive;pms:Sensitive;n-butanol:Resistant;actinomycin d:Resistant;spectinomycin:Sensitive;bacitracin:Sensitive;tunicamycin:Sensitive;methotrexate:Sensitive;spiramycin:Sensitive;sodium chloride:Resistant;azetreonam:Resistant;heat:Sensitive;fucose:Sensitive;minocycline:Resistant;carbenicillin:Sensitive;acid:Sensitive;chloramphenicol:Resistant;propidium iodide:Sensitive;calcofluor:Resistant;benzalkonium chloride:Sensitive;pyocyanin:Sensitive;trimethoprim:Resistant;chir-090:Sensitive;tobramycin:Resistant;triclosan:Sensitive;ciprofloxacin:Resistant;hydroxyurea:Resistant;egta:Sensitive;cold:Resistant;verapamil:Resistant;polymixin b:Sensitive;streptonigrin:Resistant;edta:Sensitive;sds:Sensitive;l-valine:Sensitive;sulfamethoxazole:Resistant;dibucaine:Sensitive
B3861	2	novobiocin:Sensitive;cisplatin:Resistant;hydroxyurea:Resistant;egcg:Sensitive;sulfamonomethoxine:Resistant;ethanol:Resistant;rifampicin:Resistant
B3862	8	growth:Resistant;tunicamycin:Sensitive;sulfamethoxazole:Sensitive;nitrofurantoin:Sensitive;fucose:Sensitive;luria-bertani broth:Sensitive;azetreonam:Sensitive;verapamil:Resistant;trimethoprim:Sensitive;nigericin:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;calcofluor:Resistant
B3863	10	growth:Resistant;methylglyoxal:Sensitive;crotonate:Resistant;sulfamethoxazole:Sensitive;sodium chloride:Resistant;fucose:Sensitive;methylglyoxal:Resistant;trimethoprim:Sensitive;norvaline:Resistant;l-valine:Sensitive;mecillinam:Sensitive
YMIB	1	acriflavine:Sensitive;puromycin:Sensitive;novobiocin:Sensitive;mitomycin c:Sensitive;methotrexate:Sensitive;cccp:Resistant;cecropin b:Sensitive;ampicillin:Resistant;pyocyanin:Sensitive;azithromycin:Sensitive;minocycline:Sensitive;nigericin:Sensitive;polymixin b:Sensitive;doxorubicin:Sensitive;amoxicillin:Sensitive;propidium iodide:Sensitive;epinephrine:Resistant;benzalkonium chloride:Sensitive;ethidium bromide:Sensitive;ciprofloxacin:Sensitive;cobalt:Sensitive
ECB_01498	6	growth:Resistant
ECB_01499	4	growth:Resistant
ECB_01492	16	growth:Resistant;heat:Resistant
ECB_01493	14	growth:Resistant
ECB_01490	91	growth:Resistant
ECB_01491	32	growth:Resistant
ECB_01496	6	growth:Resistant;heat:Resistant
ECB_01497	8	growth:Resistant
ECB_01494	13	growth:Resistant;heat:Resistant
ECB_01495	10	growth:Resistant
B2138	1	methotrexate:Resistant;ampicillin:Sensitive;puromycin:Sensitive;novobiocin:Sensitive;nalidixic acid:Sensitive;fusidic acid:Sensitive;chloramphenicol:Sensitive;florfenicol:Sensitive;erythromycin:Sensitive
ECB_02004	8	growth:Resistant;heat:Resistant
ECB_02005	8	growth:Resistant;heat:Resistant
ECB_02006	8	growth:Resistant;heat:Resistant
ECB_02007	8	growth:Resistant;heat:Resistant
ECB_02000	8	growth:Resistant;heat:Resistant
ECB_02001	8	growth:Resistant;heat:Resistant
ECB_02002	10	growth:Resistant;heat:Resistant
ECB_02003	9	growth:Resistant;heat:Resistant
ECB_02008	9	growth:Resistant;heat:Resistant
ECB_02009	8	growth:Resistant;heat:Resistant
ECB_03757	4	heat:Resistant
ECB_03756	15	heat:Resistant
YCJV'	1	propidium iodide:Sensitive;acriflavine:Sensitive
INSI1	2	doxycycline:Sensitive;chloramphenicol:Sensitive;tetracycline:Resistant;growth:Resistant;trimethoprim:Sensitive
ECW_M1849	7	sodium chloride:Sensitive
ECW_M1339	17	sodium chloride:Sensitive
ECW_M1336	11	sodium chloride:Sensitive
YLBH'	1	thiolactomycin:Resistant;cerulenin:Resistant;cholate:Resistant;puromycin:Sensitive;tunicamycin:Resistant;bile:Resistant;norfloxacin:Sensitive;taurocholate:Resistant;trimethoprim:Resistant
B1707	4	growth:Resistant;deoxycholate:Resistant;n-butanol:Resistant;nitrofurantoin:Resistant
B4550	3	growth:Resistant;doxycycline:Sensitive;cerulenin:Resistant;d-cycloserine:Resistant;cholate:Sensitive;mecillinam:Resistant;chloramphenicol:Sensitive;minocycline:Sensitive;ammonia chloride:Resistant;benzalkonium chloride:Sensitive;tetracycline:Sensitive;epinephrine:Resistant
B4553	10	growth:Resistant;chir-090:Sensitive;doxycycline:Resistant;cefoxitin:Sensitive;d-cycloserine:Resistant;sodium chloride:Resistant;erythromycin:Resistant;uv radiation:Sensitive;trimethoprim:Sensitive;a22:Resistant;acid:Resistant;erythromycin:Sensitive;clarythromycin:Sensitive;fusidic acid:Resistant;benzalkonium chloride:Sensitive;streptonigrin:Resistant
B1704	6	growth:Resistant;sodium chloride:Sensitive;puromycin:Sensitive;methotrexate:Sensitive;iron:Sensitive;carbenicillin:Resistant;heat:Sensitive;azidothymidine:Resistant;cold:Resistant;3-hp:Resistant;edta:Sensitive;lomefloxacin:Resistant;egta:Sensitive;cobalt:Sensitive
B4555	4	tetracycline:Resistant;cholate:Resistant;glufosfomycin:Resistant;fosfomycin:Sensitive;fucose:Sensitive;verapamil:Resistant;methylglyoxal:Sensitive;cecropin b:Sensitive;l-valine:Sensitive;sds:Resistant;cobalt:Sensitive
B4554	3	tetracycline:Resistant;actinomycin d:Sensitive;fucose:Sensitive;phleomycin:Sensitive;dibucaine:Sensitive;pyocyanin:Sensitive;sds:Sensitive;l-valine:Sensitive;mecillinam:Sensitive;chloropromazine:Sensitive
B4557	3	mecillinam:Sensitive;gentamicin:Sensitive;clarythromycin:Resistant;tobramycin:Sensitive;taurocholate:Sensitive;propidium iodide:Resistant;triclosan:Resistant;cefsulodin:Sensitive;carbenicillin:Sensitive;methotrexate:Resistant;alkaline:Sensitive;amikacin:Sensitive;uv radiation:Sensitive;heat:Resistant;bleomycin:Sensitive;benzalkonium chloride:Sensitive;chloropromazine:Sensitive;paraquat:Sensitive
B1700	5	growth:Resistant;cholate:Resistant;methylglyoxal:Sensitive;fucose:Sensitive;furfural:Resistant;l-valine:Sensitive;n-butanol:Resistant;acetate:Resistant
B4559	2	growth:Resistant;uv radiation:Resistant;cefoxitin:Resistant
B4558	3	growth:Resistant;sodium chloride:Resistant;copper:Sensitive;cefsulodin:Sensitive;vancomycin:Resistant;cobalt:Sensitive
B1709	3	growth:Resistant;thiolactomycin:Resistant;ceftazidime:Sensitive;fucose:Sensitive;luria-bertani broth:Sensitive;dibucaine:Sensitive;paraquat:Sensitive
B1708	7	growth:Resistant;succinate:Sensitive;vancomycin:Sensitive;nitrofurantoin:Sensitive;tetracycline:Sensitive;chloramphenicol:Sensitive;azetreonam:Sensitive;sulfamethoxazole:Sensitive;ampicillin:Sensitive;verapamil:Sensitive;triclosan:Sensitive;bicyclomycin:Sensitive;enoxacin:Sensitive;ciprofloxacin:Sensitive
B4407	1	ammonia chloride:Sensitive;iron:Sensitive;acetate:Sensitive;egcg:Sensitive;glucose:Sensitive;glycerol:Sensitive;maltose:Sensitive;n-acetylglucosamine:Sensitive
B2249	2	luria-bertani broth:Sensitive;glucose:Sensitive;pms:Resistant;bacitracin:Sensitive;mops:Sensitive
B2248	2	growth:Resistant;glycine utilization:Resistant;ampicillin:Sensitive;puromycin:Sensitive;rifampicin:Sensitive;bicyclomycin:Sensitive;fusidic acid:Sensitive;amikacin:Sensitive;doxorubicin:Sensitive;paraquat:Sensitive
B2247	2	fusidic acid:Sensitive;cccp:Sensitive;oxacillin:Sensitive;streptonigrin:Sensitive;thiolactomycin:Sensitive;nickel:Sensitive;heat:Sensitive;bleomycin:Resistant;trimethoprim:Sensitive;chloramphenicol:Resistant;mecillinam:Sensitive;bile:Sensitive
B2246	3	tunicamycin:Resistant;fucose:Sensitive;minocycline:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant;bleomycin:Sensitive;n-acetylglucosamine:Sensitive
B2245	3	hydroxyurea:Sensitive;ionizing radiation:Resistant;fucose:Sensitive
B2244	2	rifampicin:Resistant;amoxicillin:Sensitive;cisplatin:Resistant;ceftazidime:Resistant;fucose:Sensitive;edta:Resistant;fusidic acid:Resistant
B2243	2	n-butanol:Resistant;n-hexane:Resistant
B2242	4	alanine utilization:Resistant;growth:Resistant;amoxicillin:Sensitive
B2241	3	sulfamethoxazole:Sensitive;mecillinam:Sensitive;trimethoprim:Sensitive;cholate:Sensitive;triclosan:Resistant
B2240	12	cerulenin:Resistant;triton x:Resistant;nickel:Resistant;fosfomycin:Resistant;paraquat:Resistant;heat:Resistant;asparagine utilization:Resistant;erythromycin:Sensitive;norepinephrine:Resistant;chloropromazine:Resistant;bile:Resistant;pms:Sensitive;growth:Resistant;tunicamycin:Resistant;fucose:Sensitive;bicyclomycin:Sensitive;taurocholate:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;cholate:Resistant;deoxycholate:Resistant;edta:Sensitive;l-valine:Sensitive;sds:Resistant;sulfamethoxazole:Resistant
B4406	2	l-valine:Sensitive;ethanol:Resistant;methylglyoxal:Sensitive;fucose:Sensitive
HMGS	1	isopentenol:Resistant
YFHD	1	heat:Resistant
B3266	3	methylviologen:Resistant;tetracycline:Resistant;acriflavine:Resistant;tetraphenylphosphonium bromide:Resistant;crystal violet:Resistant;fusidic acid:Sensitive;norfloxacin:Resistant;erythromycin:Sensitive;rhodamine 6g:Resistant;doxorubicin:Resistant;ampicillin:Sensitive;puromycin:Sensitive;novobiocin:Sensitive;methylglyoxal:Sensitive;clotrimazole:Resistant;novobiocin:Resistant;enoxacin:Resistant;methotrexate:Resistant;ethidium bromide:Resistant;erythromycin:Resistant;fucose:Sensitive;chloramphenicol:Sensitive;florfenicol:Sensitive;nalidixic acid:Resistant;chloramphenicol:Resistant;benzalkonium chloride:Resistant;trimethoprim:Resistant;deoxycholate:Resistant;minocycline:Resistant;l-valine:Sensitive;sds:Resistant
B3267	4	growth:Resistant;clarythromycin:Resistant;glufosfomycin:Resistant;luria-bertani broth:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;paraquat:Sensitive;mops:Sensitive
B3264	6	tetracycline:Resistant;nitrofurantoin:Sensitive;sulfamonomethoxine:Resistant;luria-bertani broth:Sensitive;iron:Resistant;streptomycin:Resistant;heat:Resistant;spiramycin:Resistant;kanamycin:Resistant;amoxicillin:Sensitive;nalidixic acid:Sensitive;doxycycline:Resistant;lomefloxacin:Resistant;fusidic acid:Resistant;amikacin:Resistant;spectinomycin:Resistant;ciprofloxacin:Sensitive;mops:Sensitive;growth:Resistant;cefoxitin:Resistant;methotrexate:Sensitive;erythromycin:Resistant;ampicillin:Resistant;acid:Resistant;chloramphenicol:Resistant;trimethoprim:Resistant;tobramycin:Resistant;deoxycholate:Sensitive;clindamycin:Resistant;piperacillin:Resistant;sulfamethoxazole:Resistant
B3262	5	piperacillin:Sensitive;nitrofurantoin:Sensitive;tetracycline:Resistant;fusidic acid:Sensitive;trimethoprim:Sensitive;streptomycin:Resistant;heat:Resistant;spiramycin:Resistant;kanamycin:Resistant;ampicillin:Sensitive;sulfamethoxazole:Sensitive;nalidixic acid:Sensitive;doxycycline:Resistant;sulfamonomethoxine:Resistant;amikacin:Sensitive;lomefloxacin:Resistant;sulfamonomethoxine:Sensitive;amikacin:Resistant;spectinomycin:Resistant;ciprofloxacin:Sensitive;amoxicillin:Resistant;cefoxitin:Resistant;tobramycin:Sensitive;spiramycin:Sensitive;copper:Sensitive;erythromycin:Resistant;ampicillin:Resistant;chloramphenicol:Sensitive;lomefloxacin:Sensitive;chloramphenicol:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;tobramycin:Resistant;fusidic acid:Resistant;uv radiation:Sensitive;egta:Sensitive;piperacillin:Resistant;clindamycin:Resistant;tetracycline:Sensitive;sulfamethoxazole:Resistant
B3263	4	glycine utilization:Resistant;tetracycline:Resistant;nitrofurantoin:Sensitive;sulfamonomethoxine:Resistant;trimethoprim:Sensitive;streptomycin:Resistant;mecillinam:Sensitive;spiramycin:Resistant;kanamycin:Resistant;nalidixic acid:Sensitive;doxycycline:Resistant;lomefloxacin:Resistant;fusidic acid:Resistant;amikacin:Resistant;spectinomycin:Resistant;ciprofloxacin:Sensitive;growth:Resistant;cefoxitin:Resistant;ethanol:Sensitive;erythromycin:Resistant;ampicillin:Resistant;chloramphenicol:Resistant;trimethoprim:Resistant;tobramycin:Resistant;clindamycin:Resistant;piperacillin:Resistant;sulfamethoxazole:Resistant
B3260	16	sodium chloride:Sensitive;glufosfomycin:Sensitive;tetracycline:Resistant;indolicidin:Sensitive;clarythromycin:Resistant;amoxicillin:Resistant;nitrofurantoin:Sensitive;ceftazidime:Sensitive;triclosan:Resistant;fusidic acid:Sensitive;cerulenin:Resistant;trimethoprim:Sensitive;cefaclor:Resistant;heat:Resistant;streptomycin:Resistant;erythromycin:Sensitive;mecillinam:Sensitive;ethidium bromide:Sensitive;triton x:Resistant;acriflavine:Sensitive;aspartate utilization:Resistant;decanoic acid:Sensitive;nalidixic acid:Sensitive;doxycycline:Resistant;norepinephrine:Sensitive;uv radiation:Resistant;nitrofurantoin:Resistant;oxacillin:Sensitive;piperacillin:Resistant;amikacin:Resistant;enoxacin:Sensitive;ciprofloxacin:Sensitive;polymixin b:Resistant;growth:Resistant;novobiocin:Resistant;cefoxitin:Resistant;tunicamycin:Resistant;tobramycin:Resistant;egcg:Resistant;spiramycin:Sensitive;ethanol:Sensitive;chir-090:Sensitive;bacitracin:Resistant;erythromycin:Resistant;ampicillin:Resistant;norfloxacin:Sensitive;lomefloxacin:Sensitive;heat:Sensitive;chloramphenicol:Resistant;propidium iodide:Sensitive;fucose:Sensitive;hydroxyurea:Sensitive;taurocholate:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;sulfamonomethoxine:Resistant;cholate:Resistant;novobiocin:Sensitive;thiolactomycin:Sensitive;nickel:Sensitive;spectinomycin:Resistant;cccp:Sensitive;verapamil:Resistant;kanamycin:Resistant;actinomycin d:Resistant;edta:Sensitive;l-valine:Sensitive;paraquat:Resistant;clindamycin:Resistant;tetracycline:Sensitive;sulfamethoxazole:Resistant
